38,2808
38,180
38,150
38,145
38,155
38,160
36,130
33,5
36,5
38,188
38,177
38,158
38,165
38,158
38,170
38,180
33,2
36,33
38,130
38,150
38,168
38,175
38,155
38,163
36,2
33,3
36,15
36,155
38,120
38,132
38,165
38,157
38,178
36,5
33,2
36,5
38,220
38,190
38,172
38,162
36,167
36,170
34,167
34,175
33,172
33,162
33,180
33,138
33,185
33,173
33,177
36,148
38,5
38,198
38,177
38,172
36,175
36,145
34,173
34,170
33,175
33,182
33,170
33,162
33,180
33,125
33,180
36,140
41,5
41,163
38,83
36,5
41,5
41,180
31,37
33,2
36,2
36,135
33,5
31,5
36,5
36,130
33,7
31,5
34,2
34,173
31,47
29,5
34,5
34,150
31,142
33,2
38,2
38,190
38,165
36,5
33,2
38,2
38,173
34,225
34,275
34,210
36,5
36,190
36,177
36,217
36,160
36,175
36,155
31,2
33,5
38,3
38,198
38,198
38,160
36,183
36,163
34,183
34,180
33,187
33,175
33,200
33,172
33,192
33,157
33,190
33,110
36,2
38,5
38,172
38,198
38,173
36,195
36,163
34,192
34,168
33,195
33,140
33,185
33,162
33,198
33,258
33,172
36,210
41,5
41,168
38,158
36,3
29,2
29,158
29,125
31,2
36,5
36,180
36,83
34,225
31,5
36,5
36,210
36,145
31,2
34,5
34,160
29,30
31,5
34,5
34,125
34,2
31,205
33,2
38,5
38,165
38,65
36,5
33,5
38,2
34,392
34,235
31,225
36,2
36,177
36,185
36,173
36,165
34,128
34,237
31,235
36,2
36,188
36,192
36,210
36,182
36,170
36,165
31,5
33,5
38,5
38,347
36,5
34,152
34,175
29,5
31,2
34,2
36,102
36,222
33,110
31,5
36,5
36,187
33,95
36,5
38,5
38,160
38,217
36,5
34,132
34,195
29,5
31,5
34,2
33,2
36,2
36,163
36,130
33,183
31,2
36,5
36,165
36,122
33,2
36,5
38,5
38,162
38,182
38,147
36,187
36,152
34,165
34,155
33,193
33,193
33,192
33,142
33,185
33,127
33,200
36,218
38,5
38,162
38,182
38,147
36,187
36,152
34,165
34,155
33,193
33,193
33,192
33,142
33,185
33,127
33,200
36,218
41,5
41,5
41,215
38,113
36,3
29,5
29,5
29,215
29,5
31,212
33,3
36,2
36,167
33,70
31,5
36,5
36,133
36,107
33,2
34,2
34,152
34,5
31,215
29,5
34,2
34,152
31,22
33,5
38,5
38,178
38,165
36,2
33,5
38,2
34,125
34,185
34,187
36,5
36,140
36,185
31,175
36,5
36,215
33,160
31,5
33,2
38,5
38,185
38,182
38,162
36,160
36,143
34,158
34,152
33,180
33,170
33,198
33,172
33,180
33,158
33,180
31,2
33,2
38,5
38,163
38,172
38,152
36,175
36,178
34,147
34,145
33,167
33,145
33,185
33,155
33,170
33,160
33,173
33,92
36,5
41,3
41,208
38,5
36,2
29,5
29,153
31,5
33,5
36,5
36,183
36,95
33,3
31,5
36,5
36,168
36,95
33,5
34,5
34,157
34,90
31,2
29,5
34,2
34,170
31,70
33,5
38,5
38,155
38,137
36,5
33,5
38,5
34,127
34,217
34,195
36,3
36,238
36,3
33,225
31,5
36,5
34,205
34,213
34,195
36,2
36,173
36,203
33,5
31,2
36,2
36,200
33,5
33,145
36,5
33,3
38,2
38,287
36,5
34,170
34,125
29,5
31,5
34,5
33,5
36,5
36,187
36,120
33,5
31,2
36,2
36,150
36,192
33,5
36,5
38,5
38,195
38,160
36,5
34,175
34,203
29,5
31,5
34,2
33,2
36,2
36,165
36,88
33,2
31,2
36,5
36,212
36,172
33,3
36,2
38,3
38,173
38,200
38,132
36,182
36,155
34,177
34,145
33,182
33,153
33,193
33,160
33,187
33,158
33,185
33,82
36,5
38,5
38,168
38,195
38,165
36,182
36,153
34,190
34,152
33,177
33,178
33,182
33,145
33,180
33,175
33,177
33,75
36,5
41,5
41,210
38,5
36,5
29,5
29,163
29,117
31,5
36,5
36,163
34,105
31,5
36,5
36,163
36,170
33,2
34,2
34,177
34,110
31,223
29,5
34,5
34,165
34,145
31,182
33,2
38,5
38,167
38,68
36,5
33,5
38,5
34,195
34,270
34,230
36,5
36,165
36,177
36,167
36,180
34,145
34,230
34,203
36,2
36,148
36,180
36,185
36,177
36,122
36,245
33,2
36,5
38,5
38,140
38,213
36,5
34,162
34,180
29,5
31,5
34,2
33,2
36,2
36,212
36,135
36,155
36,193
36,230
36,268
33,2
36,2
38,2
38,163
38,182
36,2
34,187
34,202
29,5
31,5
34,2
33,2
36,5
36,165
36,180
33,3
31,2
36,2
36,155
36,180
33,2
36,5
38,3
38,185
38,182
38,162
36,160
36,143
34,158
34,152
33,180
33,170
33,198
33,172
33,180
33,158
33,180
31,2
33,2
38,5
38,163
38,172
38,152
36,175
36,178
34,147
34,145
33,167
33,145
33,185
33,155
33,170
33,160
33,173
33,92
36,5
41,3
41,208
38,5
36,2
29,5
29,153
31,5
33,5
36,5
36,183
36,95
33,3
31,5
36,5
36,168
36,95
33,5
34,5
34,157
34,90
31,2
29,5
34,2
34,170
31,70
33,5
38,5
38,155
38,137
36,5
33,5
38,5
34,127
34,217
34,195
36,3
36,238
36,3
33,225
31,5
36,5
34,205
34,213
34,195
36,2
36,173
36,203
33,5
31,2
36,2
36,200
33,5
33,145
36,5
33,3
38,2
38,287
36,5
34,170
34,125
29,5
31,5
34,5
33,5
36,5
36,187
36,120
33,5
31,2
36,2
36,150
36,192
33,5
36,5
38,5
38,195
38,160
36,5
34,175
34,203
29,5
31,5
34,2
33,2
36,2
36,165
36,88
33,2
31,2
36,5
36,212
36,172
33,3
36,2
38,3
38,173
38,200
38,132
36,182
36,155
34,177
34,145
33,182
33,153
33,193
33,160
33,187
33,158
33,185
33,82
36,5
38,5
38,168
38,195
38,165
36,182
36,153
34,190
34,152
33,177
33,178
33,182
33,145
33,180
33,175
33,177
33,75
36,5
41,5
41,210
38,5
36,5
29,5
29,163
29,117
31,5
36,5
36,163
34,105
31,5
36,5
36,163
36,170
33,2
34,2
34,177
34,110
31,223
29,5
34,5
34,165
34,145
31,182
33,2
38,5
38,167
38,68
36,5
33,5
38,5
34,195
34,270
34,230
36,5
36,165
36,177
36,167
36,180
34,145
34,230
34,203
36,2
36,148
36,180
36,185
36,177
36,122
36,245
33,2
36,5
38,5
38,140
38,213
36,5
34,162
34,180
29,5
31,5
34,2
33,2
36,2
36,212
36,135
36,155
36,193
36,230
36,268
33,2
36,2
38,2
38,163
38,182
36,2
34,187
34,202
29,5
31,5
34,2
33,2
36,5
36,165
36,180
33,3
31,2
36,2
36,155
36,180
33,2
36,5
38,3
38,220
38,200
38,175
34,230
34,248
34,152
29,3
31,3
36,12
36,228
36,138
33,230
31,2
36,3
36,238
36,137
33,230
36,8
38,7
38,190
38,227
36,3
34,165
34,235
29,3
31,3
34,3
33,3
36,3
36,205
36,135
34,225
31,2
36,10
36,228
36,47
36,232
33,3
38,37
38,190
38,227
36,3
34,165
34,235
29,3
31,3
34,3
33,3
36,3
36,205
34,13
31,2
36,10
36,228
36,47
33,232
36,3
38,40
38,210
43,2
43,5
41,3
34,3
34,220
29,2
31,3
34,3
33,3
36,3
36,202
36,83
29,233
31,2
36,18
36,90
36,238
36,65
33,228
36,2
38,30
38,210
45,2
43,50
41,3
34,3
34,220
29,2
31,3
34,3
33,3
36,3
36,202
34,208
31,2
36,18
36,90
36,238
36,15
33,228
36,2
38,30
38,210
43,2
43,5
41,3
34,3
34,220
29,2
31,3
34,3
33,3
36,3
36,202
36,83
33,233
31,2
36,18
36,90
36,238
36,5
33,228
38,23
38,255
36,50
34,200
34,220
34,2
38,455
38,228
36,202
33,3
36,340
38,545
